#OTU ID,1-1,1-2,1-3,1-4,1-7,1-8,2-1,2-2,3-1,3-2,4-1,6-2,c-1,c-3
EU335227.1.1536,1,0,1,0,0,0,0,0,0,0,0,0,2,4
JN417558.1.1492,3,5,15,6,7,18,13,23,34,52,7,0,5,5
KJ192116.1.1467,7,9,9,9,5,19,5,8,22,23,12,5,53,7
JN541170.1.1488,1,0,1,0,0,0,1,0,0,0,0,0,0,0
AACV01034715.750.2060,3,4,10,9,16,7,3,1,2,1,0,0,0,0
HQ864206.1.1514,1,0,0,0,0,0,0,0,0,0,0,0,320,0
HM438560.1.1438,2,1,0,0,1,0,0,0,0,0,0,0,1,1
GU214149.1.1453,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KF712542.1.1494,1,0,2,1,7,2,0,0,1,3,0,0,0,0
JX114462.1.1458,8,16,22,19,20,44,22,43,39,59,0,0,65,104
FN562913.1.1346,1,1,0,0,0,1,1,1,3,0,1,0,0,0
KC994857.1.1447,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GQ339904.1.1424,1,0,0,1,0,0,0,0,0,0,0,0,0,0
JF232166.1.1306,1,1,1,0,0,0,0,0,0,1,1,0,0,0
KC554812.1.1500,1,0,1,4,1,0,0,0,0,2,0,0,0,0
GAOT01033176.1.1420,3,4,12,12,8,5,0,0,0,1,0,0,0,0
MG905438.1.1378,1,0,1,0,0,1,0,0,0,0,0,0,0,0
JF123134.1.1348,1,0,0,0,0,0,0,0,0,0,0,0,0,0
JF189143.1.1337,4,4,6,8,3,15,1,0,0,2,0,58,0,0
HM447795.1.1501,2,23,7,7,13,11,1,2,0,2,0,3,1,1
KM456173.1.1410,1,0,0,1,1,0,1,1,0,3,0,5,0,1
JQ723682.1.1498,1,1,4,1,1,2,0,0,0,1,0,2,0,0
EU589282.1.1519,2,1,3,0,1,0,0,0,1,0,1,0,0,0
MNCJ01010465.231381.232763,4,1,6,9,9,1,0,0,0,2,0,0,0,0
JN662530.1.1401,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KY386537.1.1479,2,0,1,4,0,0,1,1,3,1,1,1,0,2
FJ790607.1.1347,5,2,17,45,9,9,7,22,22,21,6,3,13,45
AB078072.1.1476,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HQ121234.1.1500,1,0,0,0,0,0,0,0,0,0,0,0,1,0
FPLS01033665.8.1506,2,0,6,5,6,7,1,2,4,1,0,1,5,5
FN436178.1.1495,2,1,3,0,1,0,0,0,0,0,0,0,2,0
EU466559.1.1384,2,0,0,0,0,0,0,0,0,0,0,0,0,0
KT347096.1.1406,1,1,1,0,3,7,0,0,0,0,0,0,0,0
KT453611.1.1370,1,0,0,1,0,0,0,0,1,0,0,0,0,0
FR667324.1.1354,1,0,0,2,1,1,0,0,2,0,6,0,0,0
JF176901.1.1335,2,1,12,3,1,2,0,0,0,12,2,1,0,1
FPLS01056423.11.1481,1,0,0,0,1,0,0,0,0,0,0,0,0,0
EF516529.1.1485,1,1,6,0,1,0,0,0,0,0,0,0,1,4
KM221467.1.1453,1,0,0,2,0,0,0,0,1,4,0,0,0,0
KF193189.1.1381,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HM186154.1.1306,2,0,0,1,2,3,1,0,3,1,1,0,3,4
GQ263421.1.1466,1,0,0,0,2,0,0,1,0,0,0,0,0,0
EF573122.1.1485,2,0,3,0,0,1,2,1,1,1,2,0,0,1
LC093151.1.1499,2,1,0,0,0,0,0,0,0,0,0,0,0,0
AMZC01001387.9766.11261,1,0,1,0,0,0,0,0,1,0,1,0,0,0
JQ580115.1.1481,4,0,0,1,0,1,1,0,1,0,2,0,0,0
FJ444746.1.1498,4,0,5,0,0,5,0,3,2,0,1,2,0,1
GQ346573.1.1376,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LBLM01035510.38390.39857,1,0,0,2,0,0,0,0,0,0,0,0,0,0
AY615505.1.1410,1,0,0,1,0,0,0,1,0,0,0,0,0,0
GU061153.1.1371,1,0,0,0,0,0,1,0,0,0,0,0,0,0
HE583116.1.1329,1,0,1,0,0,0,0,0,1,0,0,0,1,1
LC160264.1.1413,1,0,0,0,0,0,0,0,0,1,0,1,0,0
JX505265.1.1413,1,0,1,0,1,0,0,0,0,0,0,0,0,0
KY190366.1.1470,1,0,1,0,0,5,0,0,2,0,0,0,1,4
LC215112.1.1456,1,0,0,0,2,1,0,0,0,0,2,1,0,0
AJ581618.1.1447,1,0,0,0,0,1,0,0,0,0,0,0,0,0
KP318051.1.1405,1,0,0,0,0,0,0,0,0,0,0,0,0,0
JN038224.1.1426,2,0,0,0,0,0,1,1,0,0,0,0,1,0
JQ801152.1.1484,1,0,2,0,0,0,0,0,0,0,1,0,0,0
KJ191950.1.1456,1,6,3,1,1,6,0,0,1,0,0,0,1,1
JN468717.1.1239,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KP185139.1.1385,2,0,0,0,0,0,0,0,0,0,0,0,0,0
GU061101.1.1386,2,1,0,1,1,1,0,0,1,0,0,0,0,0
JQ978889.1.1484,1,2,1,0,1,0,0,0,0,2,0,0,1,24
DQ856507.1.1427,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MK135915.1.1317,1,1,0,0,0,0,0,0,0,0,0,0,0,0
AB696105.1.1438,4,0,0,0,0,2,1,2,2,0,1,0,0,0
AB694465.1.1369,1,0,0,0,0,0,0,0,1,0,0,0,0,0
AZSO01000079.3872.5417,1,0,0,0,0,0,0,0,0,0,0,0,0,1
FJ826103.1.1442,1,0,0,1,0,0,0,0,0,0,0,0,0,0
HM127383.1.1383,2,0,0,1,0,1,0,0,0,1,0,2,0,0
FOBR01000045.3971.5496,2,0,0,0,0,0,0,0,0,0,0,0,0,0
EU133687.1.1336,1,0,4,0,0,2,0,0,0,0,1,0,0,0
AB743853.1.1411,1,1,1,1,1,2,0,0,0,0,1,2,0,0
HM269172.1.1356,1,0,0,0,0,1,0,0,0,0,0,0,0,0
CU927293.1.1307,3,0,0,1,1,3,1,0,0,0,0,0,0,1
JQ660307.1.1418,1,0,0,0,0,0,0,0,1,0,0,0,0,0
FJ230822.1.1484,1,1,5,12,0,5,8765,2002,1622,124,8,0,1,140
KX508927.1.1492,2,0,0,0,0,0,0,0,0,0,0,0,0,0
HM270693.1.1357,3,0,11,8,2,4,1,1,0,1,2,2,2,1
EU134234.1.1344,1,1,0,0,0,6,0,2,0,1,0,0,22,4
KF799113.1.1428,1,0,0,0,1,0,0,0,2,0,0,0,0,0
KX508113.1.1490,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FPLS01044562.34.1559,1,0,0,0,0,0,1,0,2,0,0,0,0,3
JQ214271.1.1369,1,0,0,0,0,1,0,0,0,0,0,0,4,1
JQ515679.1.1475,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DQ129249.1.1443,2,1,3,1,2,1,0,0,1,8,2,20,1,2
FN436040.1.1488,1,0,0,0,0,0,1,0,1,0,1,0,0,0
JX241600.1.1324,2,1,6,11,8,2,0,1,0,2,0,0,0,0
HQ802206.1.1448,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AJ133163.1.1444,1,0,0,0,0,0,0,0,1,0,0,0,0,0
FJ936842.1.1489,1,2,1,0,1,1,0,0,1,0,0,0,4,0
LN564363.1.1365,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LNAL01000006.458669.460190,1,0,2,22,0,6,1,0,3,0,0,1,0,0
FJ535069.1.1389,1,0,1,0,1,1,0,0,0,0,0,0,0,1
JN203054.1.1429,1,0,1,0,0,0,0,0,0,0,1,0,1,0
HQ674820.1.1458,2,0,0,1,0,2,1,3,1,2,4,7,0,0
JQ861395.1.1456,1,0,2,2,0,3,2,2,3,1,0,1,17,0
HQ912787.1.1492,1,0,1,1,0,2,0,0,1,0,0,0,2,0
FPLS01062885.1.1340,1,0,1,0,1,0,0,0,0,0,0,0,0,0
HE654550.1.1511,2,5,1,3,7,2,0,0,0,1,0,2,0,0
KF359679.1.1467,1,0,0,0,0,0,0,0,0,1,2,1,0,0
HM312958.1.1344,5,1,0,1,1,0,0,0,1,1,1,3,0,0
KC286875.1.1493,2,0,0,0,0,0,0,0,0,0,0,0,1,0
HQ773031.1.1446,1,0,0,0,0,0,1,0,0,0,0,0,0,0
KT318606.1.1461,1,0,0,0,0,0,0,0,0,0,0,0,0,0
JN676147.1.1247,3,0,0,3,0,0,4,2,10,3,0,0,0,1
AX153747.1.1225,5,1,0,0,0,1,0,0,0,0,0,0,0,0
KM016296.1.1477,1,0,0,0,0,0,0,0,0,0,0,0,1,0
AY921939.1.1378,1,0,0,0,0,0,0,1,1,1,4,0,4,1
KU514699.1.1495,1,2,0,0,1,1,0,0,0,0,0,0,0,0
KM356299.1.1459,1,0,0,0,1,0,0,0,0,0,0,0,0,0
DQ404908.1.1516,1,0,0,0,0,1,1,0,0,0,0,0,1,0
LN851780.1.1513,1,0,0,0,0,0,0,0,1,0,0,0,0,0
KF080561.1.1336,1,0,0,0,1,0,0,0,0,0,0,0,0,0
DQ415785.1.1493,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FPLS01035283.12.1520,3,1,3,0,1,1,1,0,2,1,0,0,0,0
JQ453937.1.1386,3,0,0,0,0,0,0,0,0,0,0,0,0,0
FJ542955.1.1479,1,0,0,0,0,0,0,0,1,0,0,0,1,0
FJ946608.1.1290,2,0,0,0,2,1,1,0,0,0,0,0,1,1
LN563935.1.1317,1,0,2,0,0,0,0,0,2,0,0,1,0,2
HM296538.1.1356,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FPLS01031123.14.1511,1,1,0,0,0,0,0,0,0,0,0,0,0,0
FJ478473.1.1494,1,4,0,2,4,7,0,0,1,3,0,0,141,42
KR137579.1.1413,2,0,0,0,0,0,0,0,0,1,0,0,0,0
GU444100.1.1503,1,1,0,0,0,1,0,0,0,0,0,0,0,0
DQ676418.1.1414,1,0,0,0,1,1,0,0,0,0,0,0,0,1
JF417782.1.1449,1,0,1,0,0,3,0,0,0,0,1,0,0,0
GU230464.1.1449,1,0,0,0,0,0,0,2,0,0,0,0,0,0
JN439872.1.1418,1,0,0,0,0,0,0,0,0,0,0,0,0,0
JN177605.1.1437,2,0,0,1,0,1,0,0,2,0,0,0,0,0
KP687170.1.1443,1,0,0,0,0,0,0,0,0,0,0,0,1,0
AB097172.1.1516,5,3,1,2,10,4,0,0,2,1,0,0,0,0
HM282820.1.1306,1,2,0,2,2,0,0,0,0,3,0,0,1,1
KU379665.1.1458,1,0,0,0,0,0,1,0,0,0,0,0,1,0
JN672003.1.1289,1,1,0,0,3,0,0,0,0,1,0,0,0,0
KP979555.1.1378,1,0,0,0,0,0,0,0,0,0,0,0,0,0
EU133593.1.1323,2,1,2,1,0,0,0,0,2,0,0,0,1,0
LN572037.1.1387,1,0,0,1,0,1,0,0,0,0,0,0,0,0
CP000103.562629.564157,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MF405132.1.1509,1,1,0,0,0,0,0,0,0,0,0,0,0,0
HM270362.1.1370,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AB262562.1.1355,1,0,0,0,0,0,0,0,0,0,0,1,0,0
KX509307.1.1490,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LN564664.1.1370,1,0,0,0,0,0,0,0,0,0,0,0,1,7
LN563624.1.1308,1,1,0,0,1,2,1,1,1,0,0,0,1,0
KX771342.1.1301,1,0,0,0,0,0,0,0,0,0,0,0,1,0
EU771829.1.1386,2,0,0,0,1,0,0,0,0,0,0,0,0,0
EU109726.1.1486,5,0,0,0,0,3,0,0,0,0,0,0,0,0
HQ437162.1.1310,1,0,0,0,0,1,0,0,0,0,0,0,0,0
HM109141.1.1322,2,1,1,0,0,3,0,2,1,2,0,0,2,0
JN177859.1.1510,1,0,0,0,0,0,0,0,1,0,0,0,0,0
KC904962.1.1409,1,2,0,0,0,0,0,0,1,0,1,0,0,0
AEWJ01000057.3799.5240,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GU119842.1.1413,1,1,0,0,0,4,0,0,0,1,0,1,0,0
ASAG01041618.8377.9876,2,0,0,2,2,1,1,0,0,0,0,0,1,0
JQ793520.1.1453,3,1,0,0,1,0,1,1,2,0,2,1,6,1
EU881103.1.1481,1,0,0,0,0,2,0,0,0,0,0,0,1,1
DQ629526.1.1243,1,1,2,5,3,4,1,1,1,0,0,0,0,1
FR749814.1.1484,1,1,0,0,0,0,0,0,0,0,1,0,6,22
FPLK01002316.10.1471,1,1,0,1,0,0,0,0,0,0,0,0,0,0
KR996791.1.1483,2,0,0,0,0,0,0,1,1,0,0,0,0,0
KJ615272.1.1341,1,0,0,0,0,0,0,0,0,1,0,0,0,0
GU437642.1.1488,1,0,0,0,0,0,0,0,0,0,0,0,0,1
JQ765855.1.1482,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KF037637.1.1456,3,2,7,13,6,3,13,9,17,50,124,7,0,3
FPLS01057922.11.1475,1,8,3,3,1,6,1,0,0,0,0,0,2,1
AB275349.1.1395,2,1,1,13,0,1,0,1,2,0,0,0,0,0
AM936190.1.1307,1,0,1,0,0,0,0,0,1,0,1,0,0,0
HM438450.1.1432,1,0,0,1,2,1,1,0,2,1,0,0,0,0
HM270446.1.1343,1,1,4,2,2,2,0,1,0,0,0,1,0,0
JN873199.1.1489,1,0,2,0,0,2,0,0,0,0,1,0,0,0
KX672768.1.1394,2,0,0,1,0,0,0,0,1,0,0,0,0,0
HQ595198.1.1492,1,1,2,0,2,1,0,0,0,0,0,1,0,0
X90701.72.1427,3,0,0,1,0,1,2,1,2,2,2,0,0,0
FJ849239.1.1411,1,1,0,0,0,0,0,0,0,1,0,0,0,0
HM447760.1.1441,1,0,0,0,0,0,0,0,3,3,0,0,0,0
FJ479560.1.1455,1,1,1,1,0,1,2,0,1,5,1,1,0,0
JQ978990.1.1459,1,1,0,1,0,0,0,0,0,0,0,2,0,0
KC620929.1.1505,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HQ008598.1.1520,3,0,1,0,0,2,1,0,1,0,0,0,0,0
HQ598866.1.1454,1,0,0,0,0,0,0,0,1,0,0,0,1,0
EU773366.1.1298,2,0,0,0,0,0,0,0,1,1,0,0,0,0
AY509225.1.1446,1,0,0,1,0,2,0,0,0,0,0,0,0,0
FPLS01058014.12.1473,1,0,0,0,0,1,0,0,0,0,0,0,0,0
JX898164.1.1512,2,1,8,2,0,2,2,0,4,6,1,0,1,0
FPLS01049200.9.1471,2,0,0,0,0,0,0,0,0,0,0,0,0,0
HQ847567.1.1479,1,0,0,5,0,0,0,0,2,0,0,1,0,0
FJ203596.1.1446,1,0,0,0,0,0,1,0,0,0,2,0,0,0
MF163347.1.1331,1,1,0,1,0,0,0,0,2,0,0,0,0,0
HQ119623.1.1356,1,2,0,0,1,1,2,1,0,1,0,1,6,5
KY287271.1.1496,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KP196825.1.1375,1,0,0,0,0,0,0,0,0,0,0,1,0,0
FJ203171.1.1381,1,0,0,0,1,0,0,1,1,0,0,0,0,0
JQ855611.1.1243,1,1,0,0,0,0,0,2,0,0,0,0,1,0
DQ839498.1.1491,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KX239145.1.1449,3,0,7,1,1,3,0,0,2,0,3,0,1,0
JF319287.1.1407,1,0,0,1,0,0,0,0,0,0,0,1,0,0
LT635479.2751010.2752523,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GU574049.1.1449,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HE804152.1.1386,2,0,0,0,0,0,0,0,0,0,0,0,0,0
JX240434.1.1444,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GQ263638.1.1434,1,0,0,0,0,0,0,0,0,0,0,0,0,1
KP008109.1.1484,1,0,1,0,0,0,0,0,0,0,0,0,0,0
FN421837.1.1388,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KM823762.1.1546,1,0,2,1,0,0,0,0,0,0,0,0,12,5
KJ465939.1.1486,2,5,43,3,10,100,2,7,1,0,0,0,5,6
JQ514081.1.1486,1,0,0,0,0,0,1,0,0,0,0,0,0,0
JQ923509.1.1492,1,1,1,2,0,1,0,0,0,0,0,0,2,0
JX887884.1.1428,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GU390850.1.1484,1,1,0,0,0,0,0,0,1,0,0,0,0,0
KF037787.1.1465,2,1,2,6,2,4,6,7,6,6,144,5,0,2
JF198867.1.1307,2,0,0,1,1,12,0,0,0,3,0,0,0,2
FJ529947.1.1490,5,3,9,2,3,13,0,1,2,1,1,1,4,0
DQ521525.1.1438,1,1,1,0,0,1,0,0,0,0,0,0,0,0
KC554263.1.1516,4,5,5,15,11,7,0,0,1,0,0,0,1,0
KP676451.1.1515,1,0,2,0,0,0,1,0,0,1,0,0,1,0
EF522256.1.1466,2,11,3,55,30,7,15,2,5,8,0,2,0,0
JX224782.1.1496,3,0,1,0,0,0,0,1,1,0,1,0,0,0
FJ839352.1.1288,1,0,0,2,0,0,3,0,1,0,3,0,0,0
EF600584.1.1265,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GQ138201.1.1381,1,0,0,0,0,0,0,0,0,0,0,0,0,0
EF516954.1.1410,1,1,2,1,1,0,2,1,3,3,1,1,0,1
JN018862.1.1357,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KC331496.1.1493,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AJ277586.1.1509,3,2,4,2,5,7,0,3,4,0,7,1,1,0
KT714201.1.1452,1,0,0,0,0,0,0,0,1,2,0,0,0,0
AY669513.1.1451,2,0,0,0,0,0,1,0,3,0,0,3,0,0
EU584517.1.1480,1,1,0,0,0,0,0,0,0,0,0,0,0,0
KF037769.1.1459,1,0,1,24,1,0,23,64,34,6,4,1,0,9
AB079639.1.1491,1,0,0,1,0,0,0,0,1,0,0,0,1,0
AB696081.1.1433,2,0,2,0,0,2,1,0,1,0,0,0,0,0
EU133634.1.1370,2,1,1,1,0,3,0,0,1,1,0,0,1,0
AF425996.1.1393,1,0,1,0,0,1,0,2,1,2,1,1,1,0
JF129041.1.1342,1,0,0,0,0,1,0,0,0,0,0,0,8,7
FPLL01005774.13.1530,1,0,1,0,0,0,0,0,0,0,0,0,0,0
HQ327307.1.1477,1,1,1,0,0,0,0,0,0,0,0,0,0,0
KX507431.1.1490,1,1,2,0,1,0,0,0,0,0,0,0,0,0
DQ357773.1.1426,1,0,0,0,0,0,0,0,0,0,0,0,1,0
KC683189.1.1507,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CU921684.1.1350,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KX935374.1.1511,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AY922127.1.1342,1,4,2,2,0,1,1,1,1,2,0,3,0,0
FJ192660.1.1438,2,1,0,1,0,0,1,0,1,1,0,0,0,0
EU135014.1.1335,2,0,1,2,1,3,0,0,1,1,1,1,4,0
HM438318.1.1437,1,1,2,2,0,4,4,2,2,8,0,2,9,2
FN298644.1.1454,1,2,1,0,0,1,1,0,2,1,1,0,2,0
JN397729.1.1425,2,0,0,1,0,1,0,0,1,0,0,0,0,0
DQ298319.1.1381,2,0,0,1,0,0,0,0,0,0,0,0,0,0
FPLM01001952.15.1516,1,1,0,1,0,1,0,0,0,0,0,0,0,0
HM565032.1.1481,1,2,1,1,1,0,0,0,0,0,1,0,0,0
EU861893.1.1298,1,0,1,0,0,1,0,0,1,1,0,0,0,0
MF592987.97336.98826,1,1,1,1,0,0,0,1,0,0,0,0,0,0
EF019565.1.1383,1,0,0,0,0,1,0,0,0,0,1,0,0,0
HQ119481.1.1458,3,4,4,0,4,3,0,0,2,4,0,3,2,2
EU753649.1.1448,1,1,1,0,1,0,0,0,1,0,1,0,0,0
KU515107.1.1490,1,0,0,1,9,1,0,0,0,0,0,0,0,0
HM274116.1.1360,2,1,5,2,4,10,0,0,3,0,0,0,0,0
KJ540678.1.1453,2,2,22,0,2,6,0,0,0,0,0,0,3,0
JF162431.1.1309,2,2,1,2,1,5,1,2,0,0,0,0,2,1
LN560162.1.1320,2,0,1,0,0,0,0,1,0,1,7,3,0,0
KJ809199.1.1473,1,0,0,0,0,1,0,0,1,1,1,0,0,1
KC683198.1.1552,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KU515172.1.1492,2,9,2,2,3,6,0,0,0,0,0,0,1,0
JN436176.1.1407,1,0,0,0,0,0,0,0,0,1,0,0,0,0
KJ018123.1.1225,1,4,3,4,5,2,0,0,3,4,0,0,0,0
AB696147.1.1459,2,4,5,1,0,0,1,1,4,2,0,0,1,1
KC921177.1.1380,1,1,123,1,13,818,1,0,0,0,0,0,0,0
JQ618338.1.1341,1,2,0,0,0,0,0,0,1,0,0,0,1,7
MWMB01000582.3522.4980,2,2,0,1,1,0,0,0,0,0,0,0,0,0
JX406204.1.1498,1,0,0,0,1,0,0,0,0,0,0,0,0,0
FJ943236.1.1407,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KC541142.1.1476,1,0,0,1,0,1,0,0,1,0,0,0,0,0
JN522791.1.1405,4,0,2,0,0,0,0,0,0,1,1,1,0,0
KC554955.1.1515,2,9,0,7,3,1,0,1,0,1,0,1,0,1
ASJU01069109.85623.87100,3,1,4,2,3,4,0,0,3,2,3,3,0,2
JX434718.1.1204,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KP261822.1.1410,1,0,0,0,0,0,1,0,0,0,0,2,0,0
EU799682.1.1253,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HM240991.1.1320,1,14,27,9,6,0,73,5,17,31,2,1,0,0
EU470109.1.1386,1,0,0,0,0,0,0,0,0,0,0,0,1,0
MH707138.1.1228,1,0,0,1,0,0,0,0,0,0,0,0,0,0
EU445227.1.1523,4,2,0,0,0,0,1,0,0,0,0,0,0,3
JX840388.1.1408,2,2,0,0,1,1,1,1,0,1,0,0,0,0
EU799262.1.1425,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FPLL01004779.9.1546,2,0,6,0,1,0,0,0,0,0,0,0,0,9
FM202066.1.1473,2,0,0,0,0,0,0,0,1,0,0,0,0,0
JF135979.1.1346,1,0,0,0,0,0,0,0,1,0,0,0,0,1
JX967355.1.1410,1,0,10,1,36,2,0,0,0,37,0,55,1,0
JX221945.1.1497,2,0,2,0,1,0,0,0,0,1,0,0,0,0
HM153789.1.1497,1,3,4,10,2,20,3,0,0,2,0,0,1,8
JF238759.1.1340,2,2,1,1,7,8,0,0,0,0,0,0,0,0
HQ538633.1.1442,4,1,2,0,0,3,0,0,1,1,0,0,0,1
GQ340296.1.1419,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DQ787675.1.1531,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CP001619.5058638.5060132,1,0,0,0,0,0,0,0,0,0,0,0,0,0
JQ278829.1.1488,1,0,0,0,0,0,0,0,0,0,0,0,0,0
JQ427761.1.1505,1,0,1,1,0,0,0,0,0,0,0,0,18,1
JN464050.1.1394,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KX035315.1.1478,1,1,4,1,2,11,0,1,0,0,0,0,5,0
JQ453146.1.1392,2,0,0,0,0,0,0,0,0,0,0,0,0,0
JF177809.1.1303,1,0,0,0,0,0,0,0,0,1,0,0,0,0
HQ119584.1.1500,1,1,6,1,2,7,0,0,0,1,0,1,0,0
KC836060.1.1490,1,0,0,1,0,0,0,0,0,0,0,0,1,1
FPLS01041480.14.1480,1,1,1,0,4,4,0,0,0,0,0,0,0,0
GQ096283.1.1308,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KC922450.1.1503,1,2,2,3,0,0,0,0,1,0,0,2,0,0
GQ302590.1.1509,1,0,2,0,2,2,0,0,1,0,0,0,6,5
JQ798437.1.1443,1,0,0,0,0,0,0,1,0,0,0,0,0,0
KX508951.1.1497,2,0,1,0,0,0,0,0,0,0,0,0,0,0
JQ771202.1.1449,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KU515147.1.1492,2,1,0,1,1,0,0,0,0,1,0,0,0,0
HM268988.1.1378,1,2,0,0,2,0,0,0,1,0,0,0,1,0
JQ824919.1.1457,1,0,0,0,0,0,0,0,0,0,0,0,0,1
FPLP01002492.13.1437,1,1,0,0,0,0,0,0,0,0,0,0,0,0
JQ466428.1.1387,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HM438391.1.1390,4,0,2,3,3,0,0,2,2,0,2,2,8,0
GQ097313.1.1318,3,1,1,1,2,2,1,0,1,3,0,1,0,0
EU133645.1.1358,4,0,1,0,0,2,0,0,1,1,0,0,4,1
JQ426257.1.1506,1,0,0,0,0,0,0,0,0,0,0,0,3,2
KY287454.1.1499,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KJ783121.1.1514,1,0,0,0,0,0,0,0,0,0,6,1,1,0
JF204101.1.1350,1,0,0,0,2,0,0,0,0,1,0,0,0,2
GQ402643.1.1415,1,0,0,0,0,0,0,0,2,3,0,3,0,0
EU801571.1.1492,3,1,0,0,4,0,0,0,0,0,0,0,0,0
FJ478920.1.1516,2,1,8,0,0,1,1,2,4,0,0,0,4,1
AB694403.1.1368,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HQ661289.1.1478,1,6,2,0,0,0,0,1,1,0,0,0,3,2
CP003389.3335488.3337025,3,2,0,1,1,1,1,0,0,0,1,0,0,0
AF468328.1.1444,4,1,1,2,0,0,0,0,1,0,0,0,0,0
DQ269067.1.1401,2,3,3,5,7,5,2,4,3,4,2,1,1,0
LN573924.1.1381,1,0,0,1,2,0,0,0,0,0,0,0,7,1
KX935692.1.1426,3,0,0,0,0,0,1,0,1,0,0,0,0,0
LC215064.1.1438,2,0,0,5,0,0,0,0,1,0,0,0,0,0
LN572409.1.1332,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DQ129615.1.1428,1,1,1,9,4,6,5,4,14,8,3,10,1,0
GASZ01002509.15.1691,1,0,1,0,4,0,0,0,0,0,0,0,0,0
KP745071.1.1441,1,0,1,0,0,0,0,0,0,0,0,0,0,0
JN976644.1.1403,3,0,0,0,0,0,0,0,2,0,0,0,0,0
ALWZ040785162.148.1617,1,0,0,0,0,0,0,0,0,0,0,0,0,0
JN860416.1.1471,1,0,0,0,0,1,0,0,0,0,0,0,2,0
JN627181.1.1418,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FQ660437.1.1354,1,0,0,0,0,0,0,0,0,0,0,0,0,0
EF516827.1.1426,1,0,0,1,0,1,0,1,0,1,0,2,0,0
DQ906817.1.1447,1,2,0,1,0,0,0,0,2,1,0,0,3,0
KX504599.1.1441,1,0,1,2,0,0,1,0,0,3,0,0,0,0
AJ581623.1.1457,2,0,2,0,1,3,0,0,1,1,0,1,1,2
AB504925.1.1451,2,0,10,3,1,1,0,0,0,0,0,0,1,0
EU718059.1.1399,6,4,1,1,2,2,0,0,0,0,0,0,0,0
DQ532353.1.1490,1,0,1,2,0,0,0,0,0,0,31,37,0,1
KT305062.1.1365,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HQ143301.1.1489,1,0,0,1,1,0,0,0,0,1,0,0,0,3
KT154875.1.1347,2,0,2,2,1,0,1,0,1,0,1,1,0,1
FJ382881.1.1386,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AB271051.1.1454,1,0,0,1,0,0,0,0,0,0,1,1,0,6
FJ203318.1.1403,1,0,0,0,0,0,0,0,0,0,1,0,0,0
EU371587.1.1478,3,1,0,0,0,0,0,0,2,0,0,0,0,0
KJ783225.1.1477,1,0,0,0,0,1,0,1,1,0,0,0,0,0
GQ202642.1.1453,1,0,1,0,0,0,0,0,0,0,0,0,0,0
JQ269248.1.1442,1,0,0,0,1,0,0,0,0,1,0,0,0,2
