#OTU ID,1-1,1-2,1-3,1-4,1-7,1-8,2-1,2-2,3-1,3-2,4-1,6-2,c-1,c-3
KC331250.1.1518,0,0,0,0,0,1,0,0,0,0,0,0,0,0
JN438050.1.1439,0,0,0,0,0,1,0,0,0,0,1,0,0,0
CU927458.1.1346,0,0,0,0,0,1,0,0,0,0,0,0,0,0
KC432040.1.1332,0,0,0,0,0,1,0,0,0,0,0,0,1,1
HQ120076.1.1499,0,0,0,0,0,1,0,0,1,0,0,0,0,0
JX105649.1.1418,0,0,0,0,0,1,0,0,0,0,0,1,0,1
JN436217.1.1375,0,0,0,0,0,1,0,0,0,1,1,0,0,0
EF540444.1.1410,0,0,0,0,0,1,0,0,0,0,0,0,0,0
JQ977397.1.1445,0,0,0,0,0,2,0,0,0,0,0,0,0,0
AF200695.1.1449,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AB494856.1.1516,0,0,0,0,0,1,0,0,0,0,0,0,0,0
KF225688.1.1455,0,0,0,0,0,2,0,0,0,0,0,0,0,0
JQ396623.1.1525,0,0,0,0,0,1,0,0,0,0,0,0,0,0
EF522234.1.1430,0,0,0,0,0,2,0,0,0,0,0,0,0,0
JX855290.1.1482,0,0,0,0,0,2,0,0,0,0,0,0,0,0
GQ451235.1.1455,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MDDS01000052.248.1742,0,0,0,0,0,1,0,0,2,0,0,0,0,0
JQ977102.1.1371,0,0,0,0,0,2,0,0,0,0,0,0,0,0
GQ342367.1.1425,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AF143841.1.1347,0,0,0,0,0,1,0,0,0,0,0,0,0,2
JX114447.1.1479,0,0,0,0,0,4,0,0,0,0,1,0,0,0
GU598584.1.1503,0,0,0,0,0,1,0,0,0,0,0,0,0,0
EU134574.1.1373,0,0,0,0,0,1,0,0,0,0,0,0,0,0
JN606995.1.1344,0,0,0,0,0,2,0,0,1,0,0,0,0,0
JN868753.1.1501,0,0,0,0,0,2,0,0,0,0,0,0,0,0
EU491735.1.1440,0,0,0,0,0,1,0,0,0,0,0,0,0,0
KF758667.1.1452,0,0,0,0,0,1,0,0,0,0,0,0,0,0
KX173088.1.1480,0,0,0,0,0,1,0,0,0,0,0,1,0,0
LN573811.1.1337,0,0,0,0,0,1,0,0,0,0,0,0,0,0
DQ404915.1.1444,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AB847959.1.1443,0,0,0,0,0,1,1,0,1,0,0,0,0,0
FQ659554.1.1359,0,0,0,0,0,1,0,0,0,0,0,0,0,0
D85498.1.1476,0,0,0,0,0,1,0,0,0,0,0,0,0,1
HQ727653.1.1473,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HQ114112.1.1402,0,0,0,0,0,1,0,1,1,0,0,0,0,0
AJ289998.1.1471,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AB934566.1.1364,0,0,0,0,0,1,0,0,0,0,0,0,0,0
EU386018.1.1442,0,0,0,0,0,1,0,0,0,0,0,0,0,0
KC432027.1.1352,0,0,0,0,0,1,0,0,0,1,0,0,0,0
JX644395.1.1496,0,0,0,0,0,1,0,0,0,0,0,0,1,1
HQ119138.1.1499,0,0,0,0,0,3,0,0,0,0,1,0,0,0
KR085809.1.1490,0,0,0,0,0,1,0,0,0,0,0,0,0,0
KT309085.1.1404,0,0,0,0,0,2,1,0,1,6,1,3,0,0
GQ500861.1.1449,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HQ114206.1.1475,0,0,0,0,0,2,0,0,0,0,0,0,1,0
CP000386.1337366.1338878,0,0,0,0,0,1,0,0,0,0,0,0,4,0
DQ664249.1.1425,0,0,0,0,0,1,0,0,0,0,0,0,1,0
KC294677.1.1410,0,0,0,0,0,1,0,0,0,0,0,1,0,0
AY752126.1.1426,0,0,0,0,0,1,0,0,0,0,0,0,0,0
JF188972.1.1355,0,0,0,0,0,1,0,0,0,0,0,0,0,0
LN570172.1.1348,0,0,0,0,0,1,0,0,0,0,1,0,0,3
JQ825069.1.1511,0,0,0,0,0,2,0,0,0,0,0,0,14,7
EU104024.1.1446,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HM269968.1.1395,0,0,0,0,0,4,0,0,0,0,0,0,0,0
KX937580.1.1445,0,0,0,0,0,1,0,0,0,1,0,0,0,0
JF115007.1.1347,0,0,0,0,0,6,0,0,0,0,0,0,2,11
KX580772.1.1314,0,0,0,0,0,1,1,0,0,1,0,0,0,0
JQ014516.1.1251,0,0,0,0,0,1,0,0,0,1,0,0,0,0
AJ431253.1.1482,0,0,0,0,0,1,0,0,0,0,0,0,0,0
FJ466221.1.1384,0,0,0,0,0,1,0,0,0,0,0,0,0,0
KJ522750.1.1516,0,0,0,0,0,2,1,0,0,0,0,0,0,0
FPLS01062691.2.1377,0,0,0,0,0,1,0,0,0,0,0,0,0,0
JN023937.1.1458,0,0,0,0,0,1,0,0,0,0,0,0,0,0
KC682615.1.1437,0,0,0,0,0,1,0,0,1,0,0,0,0,0
GU127070.1.1219,0,0,0,0,0,1,0,0,0,0,0,0,0,0
KC775430.1.1268,0,0,0,0,0,1,0,0,0,0,0,0,0,0
LN562357.1.1317,0,0,0,0,0,1,0,0,0,1,0,0,0,0
JN178733.1.1494,0,0,0,0,0,1,0,0,0,0,1,0,2,3
JX226786.1.1462,0,0,0,0,0,1,0,0,0,1,0,0,4,0
EU735031.1.1479,0,0,0,0,0,1,0,0,0,0,0,0,0,0
KJ750897.1.1238,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AM934784.1.1372,0,0,0,0,0,1,0,0,0,1,0,0,2,1
JF808907.1.1499,0,0,0,0,0,1,0,0,0,0,0,0,0,0
EU133248.1.1370,0,0,0,0,0,1,0,0,0,0,0,0,1,2
JN178787.1.1501,0,0,0,0,0,1,0,0,0,0,0,0,0,3
ASAF01082420.8444.9831,0,0,0,0,0,2,0,0,0,0,0,0,0,0
EU335386.1.1444,0,0,0,0,0,1,0,0,0,0,0,0,0,0
KR491956.1.1344,0,0,0,0,0,2,0,0,0,0,0,0,1,0
GU727722.1.1508,0,0,0,0,0,2,0,0,0,0,0,0,8,1
JN854198.84707.86297,0,0,0,0,0,1,0,1,0,0,0,0,0,0
JQ684362.1.1428,0,0,0,0,0,1,0,0,0,0,0,0,0,0
EF018560.1.1372,0,0,0,0,0,1,0,0,0,0,0,0,3,1
JQ427709.1.1443,0,0,0,0,0,1,0,0,0,0,0,0,0,23
KX085041.1.1418,0,0,0,0,0,1,1,0,0,1,1,0,0,1
JF177251.1.1340,0,0,0,0,0,4,0,0,0,0,0,0,0,0
HQ864123.1.1526,0,0,0,0,0,1,0,0,0,0,1,1,4,0
KJ817494.1.1517,0,0,0,0,0,1,0,0,0,0,0,0,0,0
KF075986.1.1309,0,0,0,0,0,2,0,0,0,0,0,0,0,0
LN563350.1.1319,0,0,0,0,0,1,0,0,0,2,0,0,0,0
LN870731.1.1403,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AJ347029.1.1407,0,0,0,0,0,1,0,0,0,0,0,0,0,0
EU132357.1.1338,0,0,0,0,0,1,0,0,1,0,0,0,5,2
KJ801834.1.1434,0,0,0,0,0,1,0,0,0,0,0,0,0,0
FPLS01043774.11.1480,0,0,0,0,0,1,0,0,0,0,1,1,2,0
AJ277573.1.1508,0,0,0,0,0,1,0,0,0,0,1,0,0,1
AJ318154.1.1485,0,0,0,0,0,1,0,0,0,0,0,0,1,0
AY192283.1.1417,0,0,0,0,0,1,1,0,0,3,0,0,2,5
FR667803.1.1499,0,0,0,0,0,2,0,0,0,0,0,0,0,0
JX504968.1.1422,0,0,0,0,0,2,0,0,0,0,0,0,1,4
DQ432377.1.1441,0,0,0,0,0,1,0,0,0,0,0,0,0,0
EF516120.1.1438,0,0,0,0,0,2,0,0,0,1,0,1,5,1
FJ624877.1.1520,0,0,0,0,0,1,0,0,0,0,0,0,0,0
JF799914.1.1446,0,0,0,0,0,13,0,0,0,0,0,0,0,0
JN717174.1.1482,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AP014961.915083.916476,0,0,0,0,0,1,0,0,0,0,0,0,0,0
DQ298787.1.1519,0,0,0,0,0,1,0,0,0,0,0,0,0,0
EU504238.1.1288,0,0,0,0,0,1,0,0,0,0,0,0,0,0
KC238347.1.1506,0,0,0,0,0,1,0,0,0,0,0,0,0,0
LC375848.1.1420,0,0,0,0,0,1,0,0,0,0,0,0,0,0
FPLS01014271.15.1514,0,0,0,0,0,2,0,1,0,0,0,0,1,0
KP091092.1.1532,0,0,0,0,0,1,0,0,0,0,0,0,0,0
KJ494867.1.1335,0,0,0,0,0,1,0,0,1,0,0,0,0,0
FPLS01014310.16.1392,0,0,0,0,0,1,0,0,0,0,0,0,0,0
FJ536883.1.1462,0,0,0,0,0,1,0,0,0,0,0,0,0,1
KX009024.1.1411,0,0,0,0,0,2,0,0,0,0,0,0,0,0
AF214558.1.1448,0,0,0,0,0,1,0,0,0,0,0,0,1,0
AB722195.1.1314,0,0,0,0,0,1,0,0,0,0,0,0,0,0
KF494662.1.1490,0,0,0,0,0,2,0,0,1,0,0,0,0,2
KF182262.1.1448,0,0,0,0,0,2,0,0,0,0,0,0,0,1
GQ263525.1.1279,0,0,0,0,0,1,0,0,0,0,0,0,0,0
JN377680.1.1391,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GQ246374.1.1522,0,0,0,0,0,1,0,0,0,0,0,0,0,0
JN177878.1.1529,0,0,0,0,0,1,0,0,0,0,0,0,2,0
FJ372332.1.1381,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MF806540.1.1479,0,0,0,0,0,1,0,0,0,0,0,0,0,0
JF706688.1.1470,0,0,0,0,0,1,0,1,0,0,0,1,1,0
AB759662.1.1527,0,0,0,0,0,1,0,0,0,0,0,0,0,0
FPLL01007029.10.1477,0,0,0,0,0,1,2,1,0,0,0,0,0,0
JF715450.1.1315,0,0,0,0,0,1,0,0,1,0,0,0,0,0
EU341273.1.1454,0,0,0,0,0,1,0,0,1,0,0,0,0,0
EU773837.1.1387,0,0,0,0,0,1,0,0,0,0,0,0,0,0
EF520403.1.1410,0,0,0,0,0,2,0,0,1,0,0,0,0,1
KC683013.1.1461,0,0,0,0,0,1,0,0,0,0,0,0,0,0
KJ624065.29957.31422,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HQ119955.1.1498,0,0,0,0,0,1,0,0,0,0,0,0,0,0
FJ848389.1.1493,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AY948033.1.1412,0,0,0,0,0,1,0,0,0,0,0,0,0,0
JX472328.1.1383,0,0,0,0,0,1,0,0,0,0,0,0,0,0
JN178820.1.1536,0,0,0,0,0,3,0,0,0,0,0,0,4,0
JF266499.1.1334,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AF143834.1.1307,0,0,0,0,0,1,0,0,0,0,0,0,0,0
JQ449384.1.1404,0,0,0,0,0,1,0,0,0,0,0,0,0,0
KT308782.1.1446,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HM324145.1.1351,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AB930742.1.1482,0,0,0,0,0,2,0,1,0,0,0,0,4,2
JF226150.1.1346,0,0,0,0,0,4,0,0,0,0,0,0,0,0
LC323105.1.1441,0,0,0,0,0,1,0,0,0,0,0,0,0,0
KM882694.1.1294,0,0,0,0,0,2,0,0,0,1,1,0,0,0
JN825517.1.1431,0,0,0,0,0,1,0,0,0,0,0,0,1,10
EU134837.1.1356,0,0,0,0,0,1,0,0,0,0,5,0,5,0
KY056820.1.1260,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HM270305.1.1356,0,0,0,0,0,1,0,0,0,0,0,0,1,0
HQ010206.1.1252,0,0,0,0,0,1,0,0,0,0,0,0,0,0
EU773819.1.1280,0,0,0,0,0,1,0,0,0,0,0,0,0,0
JX434236.1.1502,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HE646323.1.1387,0,0,0,0,0,1,0,0,0,0,0,0,1,0
JF139657.1.1339,0,0,0,0,0,1,0,0,0,0,1,0,0,0
AB672260.1.1442,0,0,0,0,0,1,0,0,0,0,0,0,1,3
AB991101.1.1443,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AB192087.1.1343,0,0,0,0,0,1,0,0,0,0,0,0,0,0
KY392783.1.1359,0,0,0,0,0,1,0,0,0,0,0,0,0,0
FR682684.1.1474,0,0,0,0,0,1,0,0,0,2,0,0,0,0
AB694513.1.1377,0,0,0,0,0,1,0,0,0,0,0,0,0,0
EU181232.1.1480,0,0,0,0,0,1,0,0,1,0,0,0,0,1
CU926748.1.1304,0,0,0,0,0,2,0,0,0,0,0,0,0,1
JX105690.1.1346,0,0,0,0,0,1,0,0,0,0,0,0,0,0
JX114345.1.1475,0,0,0,0,0,2,0,0,0,1,0,1,1,1
FPLS01025567.22.1484,0,0,0,0,0,1,0,0,0,3,1,0,1,0
HM308337.1.1358,0,0,0,0,0,1,0,0,0,0,0,0,0,0
EU134849.1.1411,0,0,0,0,0,1,0,0,0,0,0,0,1,3
EU925897.1.1515,0,0,0,0,0,1,0,0,0,0,0,0,5,5
KX284716.153234.154708,0,0,0,0,0,3,0,0,0,0,0,0,0,0
KX935083.1.1343,0,0,0,0,0,1,0,0,0,1,0,0,0,0
JX079046.1.1525,0,0,0,0,0,1,0,0,0,0,0,0,0,1
MF195242.1.1315,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HQ729850.1.1509,0,0,0,0,0,1,0,0,0,0,0,0,4,3
HG917631.1.1449,0,0,0,0,0,1,0,0,0,0,0,0,0,0
JN023546.1.1443,0,0,0,0,0,1,1,0,0,0,0,0,0,0
JF501055.1.1349,0,0,0,0,0,2,0,0,0,0,0,0,0,0
EU790090.1.1213,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AY328789.1.1422,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HM447748.1.1442,0,0,0,0,0,1,0,0,0,0,0,0,0,0
KF003149.1.1464,0,0,0,0,0,1,0,0,1,0,0,0,0,0
KF268842.1.1365,0,0,0,0,0,1,0,0,0,1,0,0,0,0
FJ612396.1.1522,0,0,0,0,0,1,0,0,0,1,0,0,0,0
EU801574.1.1488,0,0,0,0,0,2,0,0,0,0,0,0,0,0
JN178749.1.1466,0,0,0,0,0,1,0,0,1,0,0,0,0,4
LN567218.1.1317,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HQ462536.1.1264,0,0,0,0,0,1,0,0,0,0,0,0,0,0
EU465058.1.1390,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CP011974.288449.290004,0,0,0,0,0,1,0,0,0,0,0,0,0,0
JN459324.1.1393,0,0,0,0,0,1,0,0,0,0,0,0,0,0
JX255494.1.1444,0,0,0,0,0,1,0,0,0,0,0,0,0,0
FPLS01024057.16.1483,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CU926988.1.1305,0,0,0,0,0,2,0,0,0,0,0,0,0,0
FJ490529.1.1423,0,0,0,0,0,2,0,0,0,0,0,0,1,0
KX097304.1.1529,0,0,0,0,0,1,0,0,0,0,1,0,0,0
JN038704.1.1510,0,0,0,0,0,1,0,0,0,0,0,0,22,6
FPLS01043262.1.1268,0,0,0,0,0,1,0,0,0,0,0,0,0,0
JX240870.1.1487,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HQ598742.1.1494,0,0,0,0,0,1,0,0,0,0,0,0,0,0
KF179929.1.1443,0,0,0,0,0,2,0,0,1,0,0,0,0,0
JN679073.1.1495,0,0,0,0,0,1,0,0,0,0,0,0,0,0
JX080244.1.1453,0,0,0,0,0,1,0,0,0,0,0,0,1,0
JF105749.1.1347,0,0,0,0,0,1,0,0,0,0,0,0,0,0
JF210452.1.1307,0,0,0,0,0,2,0,0,1,2,0,1,0,0
FJ478528.1.1521,0,0,0,0,0,1,0,0,0,0,0,0,1,0
KP793091.1.1508,0,0,0,0,0,1,0,0,0,0,0,0,0,1
FPLS01020381.19.1521,0,0,0,0,0,1,0,0,1,0,0,0,0,0
HM438332.1.1442,0,0,0,0,0,3,0,0,0,2,1,0,8,4
JF190605.1.1366,0,0,0,0,0,1,0,0,0,0,0,0,0,1
EU704967.1.1263,0,0,0,0,0,1,0,0,0,0,0,0,0,0
FPLS01014453.16.1470,0,0,0,0,0,1,0,0,0,0,0,0,0,0
EF516083.1.1452,0,0,0,0,0,1,0,0,0,0,0,0,0,9
FJ192101.1.1459,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AY493908.1.1495,0,0,0,0,0,1,0,0,0,0,0,0,1,3
FN421845.1.1365,0,0,0,0,0,1,1,0,1,0,0,0,0,0
KX990247.1.1389,0,0,0,0,0,2,0,0,0,0,0,0,0,0
EU510850.1.1390,0,0,0,0,0,1,0,0,0,0,0,0,0,0
KP687097.1.1464,0,0,0,0,0,1,0,0,0,0,0,0,0,0
JN507242.1.1445,0,0,0,0,0,1,0,0,0,0,0,0,0,0
EU881135.1.1449,0,0,0,0,0,1,0,0,0,1,0,0,1,0
AB680883.1.1412,0,0,0,0,0,2,0,0,0,0,0,0,0,0
JQ977059.1.1366,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AM490696.1.1474,0,0,0,0,0,2,0,0,0,0,0,1,1,0
LN565832.1.1328,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GU437720.1.1311,0,0,0,0,0,1,0,0,0,0,0,0,0,0
FN794255.1.1445,0,0,0,0,0,1,1,0,0,0,0,1,0,2
JN166311.1.1524,0,0,0,0,0,1,0,0,0,0,0,0,0,0
EU881342.1.1518,0,0,0,0,0,2,0,0,0,0,0,0,17,2
HE583173.1.1386,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AB571082.1.1494,0,0,0,0,0,1,0,0,0,0,0,0,0,0
KX501167.1.1487,0,0,0,0,0,1,0,0,0,0,0,0,0,0
EU344925.1.1505,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CSVX01060294.139.1608,0,0,0,0,0,1,0,0,0,1,0,2,0,0
JN464767.1.1371,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HQ672861.1.1522,0,0,0,0,0,1,0,0,0,0,0,0,0,0
LT607750.3833152.3834672,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HQ153897.1.1393,0,0,0,0,0,1,0,0,0,0,0,0,3,1
JQ800921.1.1489,0,0,0,0,0,1,0,0,0,0,0,0,0,0
JF428936.1.1507,0,0,0,0,0,1,0,0,0,1,0,0,0,0
JF179516.1.1346,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HQ674091.1.1456,0,0,0,0,0,2,0,0,0,1,0,0,2,4
JQ195820.1.1306,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GQ097624.1.1309,0,0,0,0,0,1,0,0,0,0,0,3,0,0
GQ136228.1.1406,0,0,0,0,0,1,0,0,0,0,0,0,0,0
FPID01000612.8.1486,0,0,0,0,0,1,0,0,0,0,1,0,0,0
HM237094.1.1259,0,0,0,0,0,1,0,0,0,0,0,0,0,0
JREP01024598.33070.34642,0,0,0,0,0,1,0,0,0,0,0,0,0,0
EU491563.1.1377,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AB174844.1.1493,0,0,0,0,0,1,0,0,0,0,0,0,5,8
KC554574.1.1514,0,0,0,0,0,2,0,0,1,0,0,1,0,0
JF266308.1.1365,0,0,0,0,0,1,0,0,0,0,1,0,1,1
EU245100.1.1467,0,0,0,0,0,1,0,0,0,1,0,0,0,0
JN430470.1.1331,0,0,0,0,0,1,0,0,0,0,0,0,0,0
EF187351.1.1388,0,0,0,0,0,1,0,0,0,0,0,0,0,0
FPLS01014735.13.1505,0,0,0,0,0,1,0,0,0,0,1,0,0,0
MH916640.1.1421,0,0,0,0,0,1,0,0,0,0,0,0,0,0
FUWD013203132.1920.3311,0,0,0,0,0,1,0,1,0,0,0,0,0,0
JN507726.1.1324,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HM186516.1.1378,0,0,0,0,0,1,0,0,1,0,0,0,0,0
FPLS01038475.11.1506,0,0,0,0,0,1,0,0,0,1,0,0,4,0
LN570745.1.1370,0,0,0,0,0,3,0,0,0,0,0,0,0,0
EU466733.1.1394,0,0,0,0,0,1,0,0,0,0,0,0,0,0
JF226063.1.1308,0,0,0,0,0,2,1,1,1,1,1,0,0,0
EU135263.1.1398,0,0,0,0,0,1,0,0,0,0,0,0,9,0
JN178775.1.1377,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HQ120008.1.1502,0,0,0,0,0,2,0,0,0,0,0,0,0,0
KX172497.1.1405,0,0,0,0,0,1,0,0,0,1,0,0,0,0
KU711948.1.1334,0,0,0,0,0,2,0,1,0,0,0,0,0,0
FN822178.1.1355,0,0,0,0,0,1,0,1,0,0,0,0,0,0
FJ529957.1.1486,0,0,0,0,0,2,0,0,1,0,1,1,0,0
FJ444675.1.1443,0,0,0,0,0,1,1,1,0,2,0,0,0,0
JQ450611.1.1373,0,0,0,0,0,1,0,0,0,0,0,0,0,0
JN429029.1.1430,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GQ406152.1.1502,0,0,0,0,0,1,0,0,0,0,0,0,0,0
FN667364.1.1416,0,0,0,0,0,3,0,0,1,0,0,0,0,0
FJ432505.1.1224,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GU132434.1.1434,0,0,0,0,0,1,0,0,0,0,0,0,0,0
JF174128.1.1368,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HM438201.1.1504,0,0,0,0,0,2,0,1,0,0,0,0,9,1
EU453006.1.1394,0,0,0,0,0,1,0,0,0,0,0,0,0,0
KF712693.1.1519,0,0,0,0,0,4,0,2,2,3,0,0,1,0
LN567231.1.1316,0,0,0,0,0,1,0,1,0,0,0,0,0,0
HQ645190.1.1529,0,0,0,0,0,1,0,0,0,1,0,0,0,0
AY622260.1.1411,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HQ673413.1.1484,0,0,0,0,0,1,0,0,0,0,1,0,0,0
JN869073.1.1542,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AORL01000003.205.1670,0,0,0,0,0,2,0,0,0,0,1,0,0,0
JF176993.1.1365,0,0,0,0,0,1,0,0,0,0,0,0,0,0
FPID01000563.7.1500,0,0,0,0,0,2,0,0,0,0,0,1,0,1
FJ615160.1.1456,0,0,0,0,0,1,0,0,0,0,0,0,0,0
FR749793.1.1465,0,0,0,0,0,1,0,0,0,0,0,0,0,0
FPLS01043545.11.1480,0,0,0,0,0,1,0,0,0,0,0,0,1,0
FJ832419.1.1387,0,0,0,0,0,1,0,0,0,0,0,0,0,0
DQ223216.1.1475,0,0,0,0,0,2,0,0,0,0,0,0,0,0
JX521559.1.1459,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HM445192.1.1342,0,0,0,0,0,1,0,0,0,0,1,0,0,1
FM872545.1.1470,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AM935351.1.1324,0,0,0,0,0,1,0,0,0,0,0,0,0,0
KR135077.102703.104196,0,0,0,0,0,1,0,0,0,0,0,0,0,0
KY609435.1.1520,0,0,0,0,0,1,0,0,0,0,0,0,2,0
HM008735.1.1340,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HM440300.1.1451,0,0,0,0,0,2,0,0,0,0,0,0,3,15
HM186228.1.1278,0,0,0,0,0,1,1,0,1,1,0,0,1,1
AB232813.1.1413,0,0,0,0,0,1,0,0,0,0,0,0,0,0
KC551715.1.1447,0,0,0,0,0,1,0,0,0,0,0,0,0,0
EF516872.1.1336,0,0,0,0,0,1,0,0,1,0,1,0,1,0
EU335363.1.1486,0,0,0,0,0,1,0,0,0,0,0,0,0,0
JQ624953.1.1342,0,0,0,0,0,2,0,0,0,0,0,0,0,0
FPLS01038348.11.1454,0,0,0,0,0,1,0,0,0,0,0,0,0,0
EU134944.1.1372,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AY281356.12975.14529,0,0,0,0,0,1,0,0,0,0,0,0,13,3
AJ619071.1.1484,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AY792235.1.1525,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AF234744.1.1540,0,0,0,0,0,4,0,0,0,0,0,0,1,0
KF741873.1.1397,0,0,0,0,0,1,0,0,0,0,0,0,0,0
KX163976.1.1414,0,0,0,0,0,2,0,0,0,0,0,0,0,0
JF180610.1.1378,0,0,0,0,0,1,0,0,0,0,0,0,2,0
FPLS01062645.10.1477,0,0,0,0,0,1,0,0,0,0,0,0,0,0
KR091946.1.1422,0,0,0,0,0,1,0,0,0,0,0,1,0,0
HM127396.1.1388,0,0,0,0,0,1,0,0,0,0,0,0,0,0
EF574742.1.1436,0,0,0,0,0,1,0,0,0,1,0,0,0,0
JN207190.1.1210,0,0,0,0,0,1,0,0,0,0,0,0,0,0
JN178698.1.1453,0,0,0,0,0,1,0,0,0,0,0,0,0,0
FJ479448.1.1524,0,0,0,0,0,1,0,0,0,0,0,0,0,0
JN580017.1.1569,0,0,0,0,0,1,0,0,0,0,0,0,0,0
LC213211.1.1504,0,0,0,0,0,4,0,0,0,0,0,0,0,0
KM355204.1.1450,0,0,0,0,0,1,0,0,0,0,0,0,0,0
KC620924.1.1477,0,0,0,0,0,1,0,0,0,0,0,0,0,0
FJ790569.1.1352,0,0,0,0,0,1,0,0,0,0,0,0,1,0
GU061148.1.1311,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AB010910.1.1479,0,0,0,0,0,1,0,0,0,0,0,0,0,0
JN695911.1.1538,0,0,0,0,0,1,0,0,0,0,0,0,0,0
JN941791.1.1447,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GU061219.1.1421,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GQ388921.1.1499,0,0,0,0,0,1,0,0,0,0,0,0,0,0
JN443949.1.1322,0,0,0,0,0,1,0,0,0,0,0,0,0,0
JQ088392.1.1431,0,0,0,0,0,1,0,0,1,0,0,0,0,0
AB630450.1.1376,0,0,0,0,0,1,0,0,0,0,0,0,0,0
KX935640.1.1437,0,0,0,0,0,1,0,0,0,0,0,0,0,1
KC331578.1.1519,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HQ120055.1.1461,0,0,0,0,0,2,0,0,0,0,0,0,0,0
FJ004682.1.1316,0,0,0,0,0,1,0,0,0,0,0,0,2,0
JN492677.1.1371,0,0,0,0,0,1,0,0,0,0,0,0,0,0
JF167838.1.1304,0,0,0,0,0,1,0,0,0,0,0,0,0,1
HM323324.1.1344,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MH635330.1.1546,0,0,0,0,0,1,0,0,0,0,0,0,0,0
JN166302.1.1437,0,0,0,0,0,1,0,0,0,0,0,0,0,0
FPLP01002680.15.1444,0,0,0,0,0,1,0,0,0,0,0,0,0,0
LMMV01000024.27725.29269,0,0,0,0,0,2,0,0,0,0,0,0,0,0
GU437587.1.1515,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HM128689.1.1455,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HM276081.1.1340,0,0,0,0,0,1,0,0,0,1,2,0,0,0
JN397731.1.1441,0,0,0,0,0,1,0,0,0,0,0,0,0,0
KM221317.1.1485,0,0,0,0,0,3,0,0,0,0,0,0,1,0
KX935719.1.1426,0,0,0,0,0,1,0,0,1,0,0,0,0,0
EU881159.1.1516,0,0,0,0,0,2,0,0,0,0,0,0,1,5
KF924606.1.1453,0,0,0,0,0,1,0,0,0,0,0,0,0,0
KP299841.1.1516,0,0,0,0,0,2,0,0,0,0,0,0,0,0
KJ540680.151.1534,0,0,0,0,0,1,0,0,0,0,0,0,20,0
HM798604.1.1447,0,0,0,0,0,1,0,0,0,0,0,0,0,0
